timestamp,region_id,latitude,longitude,ecosystem_type,sst,sst_anomaly,salinity,wave_height,ph,dissolved_oxygen,chlorophyll_a,nitrogen_load,species_richness,biodiversity_index,evs_target
2025-12-17T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,26.232660970105712,-0.17006635623829586,34.20001480092608,1.1077473523060835,8.083303689379823,5.352772320776541,1.0061770189786383,2.4061871167784386,190.3840240643343,3.1118639720018053,55.41752166658331
2025-12-18T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,26.691214157198107,-0.055660312435166115,34.214540448199166,1.8422569988638755,8.089038521999774,5.0981001553190675,1.0781160955329974,2.5480862165749687,175.16879383995615,3.0021490578570913,52.563241531247925
2025-12-19T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,26.388185523908188,0.19420751663347757,34.33844503893109,1.805635537086122,8.079836489630196,5.445946475299114,1.5177482402330233,3.479857478557648,177.0265161220236,2.9696683742670973,53.54787827039007
2025-12-20T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,25.678281498002566,-0.18843285553879233,34.26402901698196,1.7429163445336808,8.102984571256442,5.2088687796980055,1.1827768661849314,3.516652091217597,173.85486729360426,3.0055511690331733,54.44778083472126
2025-12-21T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,25.692819548517555,0.35291998577207184,34.22492455220724,1.490125006310124,8.066478696887778,5.225738827816789,1.0479602039137843,3.541605214269631,186.05054725510553,3.0962983147115626,52.382794421308844
2025-12-22T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,26.332665583384586,0.2807206116591823,34.3964469099743,1.4015227285616798,8.087764532017518,5.759210568409593,1.1610341770891948,3.2107083473686155,188.83808541429696,3.1786690231917807,52.60817669876679
2025-12-23T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,25.395773548371444,-0.23506843313467707,34.35219619231641,1.3011482011475124,8.057884617742761,5.3970390302187905,0.8953935819521344,3.31841632871957,170.00777552906231,2.9537096769537428,50.9808700428324
2025-12-24T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,26.187192544614604,-0.23687679986641613,34.21050244271494,1.8720263829248833,8.07053546339871,5.106205844671325,1.4167896191014302,3.5152143274748098,170.1494248879488,2.9504054115659883,52.133351183431316
2025-12-25T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,26.616974294727655,-0.30311096399416304,34.70345253988435,1.5975566944029032,8.063787166419235,4.849945848018672,1.4135191043958293,3.8526935523709644,168.65040739659096,3.0838460714097398,52.062918739428774
2025-12-26T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,25.35674196362594,-0.2705778358983061,34.43985977813071,1.2636392551629507,8.103826852885295,5.191726682302335,1.4927469587866853,3.36201756224074,191.36975499257125,3.149313861979834,53.6771009199423
2025-12-27T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,26.54444702808237,-0.10846224856349079,34.629893261471906,1.574762256472905,8.06581195037517,5.599504027743435,1.1860030077425652,3.6175608878089074,178.4298547980801,3.1874442540018535,50.88481767417353
2025-12-28T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,26.189244354431874,-0.2826286457541589,34.37678543040317,1.4667615400448788,8.04988311404233,5.5404734022530375,0.8423305743917029,3.746655668141344,181.41571513424668,3.0661628276792836,50.98967300268147
2025-12-29T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,25.81929412984258,0.1777520135876507,34.2920293268236,1.5342485336039988,8.064857635172269,5.022397692140827,0.8046181891853752,3.1625109785121546,188.67901322232098,2.9707760481578926,51.13545827499027
2025-12-30T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,25.953201858111505,0.09061341908565462,34.46807705554001,1.246902780053483,8.039421474521465,5.354084897133546,0.9828260489592608,3.573338081060248,188.65109076121396,2.9320662592904845,49.704046681975164
2025-12-31T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,25.93044677592958,0.3125053405810946,34.50753617178464,1.2652617689545198,8.076189113067475,5.021280799706002,1.548612268119389,3.9215902319078566,171.5046367514101,3.194133811291322,51.136636941580555
2026-01-01T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,26.45974614194036,-0.07889983868702244,34.49014540035438,1.527312604069944,8.073924675945362,4.552752721333045,1.4076011704403228,4.086287624103968,185.4704662976509,3.109495976255828,50.55031473299865
2026-01-02T17:50:56.590676,gulf_of_mexico,29.0,-90.0,open_ocean,26.285491127980507,-0.26341987062408184,34.43549049417937,1.2659255437051038,8.073279361001726,4.645191147186087,1.253941134243615,3.061672079389915,190.25716176539464,3.1133636375300417,48.15458928094494
