timestamp,region_id,latitude,longitude,ecosystem_type,sst,sst_anomaly,salinity,wave_height,ph,dissolved_oxygen,chlorophyll_a,nitrogen_load,species_richness,biodiversity_index,evs_target
2025-12-17T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,28.527033641693684,-0.532861650950984,34.82280606619107,1.2405246356335344,8.105092624158477,5.777643940981425,0.5560981121622857,1.6013184280640351,254.69204707713055,3.808948983793894,63.44647890137908
2025-12-18T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,27.41457706619428,-0.27175068185880413,34.98907648008582,1.5530779308505887,8.044885910661202,6.152030153338021,0.8959878772213543,2.0827215307323974,260.2795592449504,3.604382966707575,66.86720017267486
2025-12-19T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,28.425068665466632,0.17668378267296367,34.753091081470885,1.510149856418798,8.06648643662356,5.758474748878636,0.5110531985460232,1.4399447185315828,268.8218630218099,3.7639936111726184,61.77016390178111
2025-12-20T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,28.697301956042637,-0.4538135921728399,35.068816846669705,0.7024459989611747,8.101708973918205,5.89033777177254,0.9845469594306387,2.0481362862592727,252.52011659612234,3.9605961569727732,67.22832098705533
2025-12-21T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,28.2394374013839,-0.19501437726008036,35.06732756444765,1.1560203481255646,8.085683400269303,5.53273721092607,0.6922447356715946,2.0853134528368615,273.62935707969405,3.6131848970528657,63.0922326622307
2025-12-22T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,27.466227115042017,0.08253918715790182,34.98976829652559,1.6633113406187627,8.113376355347087,5.616559074152121,0.7093640934228613,2.023747076990431,266.46383960070926,3.9308949997755827,64.91926180512434
2025-12-23T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,28.181299839336585,0.06251471865200876,35.11332486090478,0.9774574740138352,8.10929334327367,5.738749539458554,0.5158500617976888,1.7435900809552745,263.07561039840493,3.9314681560671385,63.76824386539889
2025-12-24T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,28.053696275260396,-0.35451205825233834,35.20132711256029,0.9578158120493663,8.10360944122075,6.1303343377290584,1.1958624772000874,2.522505215653379,259.6532386078086,3.651603559273105,62.97670216706049
2025-12-25T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,28.014454943379803,0.1098809808466638,34.905610312110696,1.2756662598006874,8.100648336847785,6.107315162002493,0.8864008795551372,2.582616278704238,253.3483746334719,3.8684329465054543,62.60902196849323
2025-12-26T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,28.110946147508486,0.01671498653409187,35.02322332472476,1.5575957915982412,8.075440340863455,6.102092993942151,0.42069278316171854,1.9686407356016886,255.47764880024786,3.650760831394144,61.35677434393635
2025-12-27T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,27.887432483309095,0.23137467128960393,35.230743309630654,0.7750143088287584,8.06225624694658,5.324932698947358,0.7322333623848655,2.5193628331703155,249.0558940328266,3.6502822328337503,63.68882379276351
2025-12-28T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,28.7332638013053,-0.09772878875626333,35.28912893375005,1.4461094944805741,8.064607575020782,5.351586250858602,1.1453393232530702,1.6205564345381394,260.4961427669364,3.906852372627334,61.96960087109482
2025-12-29T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,27.625149798818363,-0.3224974686205029,35.13570118930809,1.6952389087991344,8.099754520490075,5.8447884145998295,0.4413848195533615,2.116820655882987,269.59468477213795,3.7974634049663623,60.218540358699045
2025-12-30T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,27.89695395800105,-0.14094254780655852,35.25674222441219,1.0415218188168387,8.098250864919757,6.071450257817883,0.9461585541301337,2.1183598557949903,255.8384912195305,3.848349780496099,60.112147597890896
2025-12-31T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,28.597257667661516,-0.34669167375794563,35.084834497088956,1.3677098791222875,8.046457345356805,5.888798388406647,0.7136479649966537,2.7054881375481767,255.65022887150946,3.798571570799525,61.6471412889069
2026-01-01T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,27.548678168846855,-0.3313964510266736,34.9714672030906,1.0417001878930443,8.087952062184634,5.981236657774749,0.8839792590467146,1.802840137379947,252.4702893358167,3.650698500563161,63.927310820507444
2026-01-02T17:50:56.594911,coral_triangle,2.0,124.0,coral_reef,27.843891447199535,-0.3602409260401027,34.802378624963204,0.7197593413861573,8.064503518710106,5.963901503908034,1.1445450482464483,1.7969266453625163,267.8656989329088,3.8427935114828116,63.391483693953006
